ItemName	ItemGenre	DetailType	ParticularType	ImageName	ObjIdx	Width	Height	Intro	Series	Price	Level	PropType1	Min	Max	PropType2	Min	Max	PropType3	Min	Max	PropType4	Min	Max	PropType5	Min	Max	PropType6	Min	Max	PropType7	Min	Max	PropReq1	Param	PropReq2	Param	PropReq3	Param	PropReq4	Param	PropReq5	Param	PropReq6	Param	Magic1	Magic2	Magic3	Magic4	Magic5	Magic6	Set	SetNum	SetId	ExtraMagic1	ExtraMagic2
Thanh C©u Phi Tinh H¹ Giíi	0	3	0	\spr\item\equip\ring\obj-ring06.spr	37	1	1	Bé trang bÞ §­êng M«n phi tiªu cÊp Thanh C©u(10)	3	99999	10																						39	2	36	50									950	910	970	1213	1330	1290	97	10	10		
Thanh C©u Tr­êng Phong H¹ng Liªn	0	4	1	\spr\item\equip\nick\obj-neck16.spr	36	2	1	Bé trang bÞ C¸i Bang ch­ëng ph¸p cÊp Thanh C©u(1)	1	99999	10																						39	6	36	50									950	850	971	1013	993	1290	98	10	1	1508	
Thanh C©u Tr­êng Phong §Çu Hoµn	0	7	5	\spr\item\equip\cap\obj-ma-cap16-3.spr	28	2	2	Bé trang bÞ C¸i Bang ch­ëng ph¸p cÊp Thanh C©u(2)	3	99999	10	30	360	360	31	85	85																39	6	36	50									951	890	970	1193	1330	1290	98	10	2		
Thanh C©u Tr­êng Phong Th­îng Giíi	0	3	0	\spr\item\equip\ring\obj-ring07.spr	37	1	1	Bé trang bÞ C¸i Bang ch­ëng ph¸p cÊp Thanh C©u(3)	4	99999	10																						39	6	36	50									950	870	971	1013	1330	1290	98	10	3		
Thanh C©u Tr­êng Phong Hé UyÓn	0	8	1	\spr\item\equip\bangle\obj-bangle16.spr	34	1	2	Bé trang bÞ C¸i Bang ch­ëng ph¸p cÊp Thanh C©u(4)	0	99999	10	30	135	135	31	80	80																39	6	36	50									951	910	970	1213	1330	1290	98	10	4		
Thanh C©u Tr­êng Phong Thóc Yªu	0	6	0	\spr\item\equip\sash\obj-sash06.spr	32	2	1	Bé trang bÞ C¸i Bang ch­ëng ph¸p cÊp Thanh C©u(5)	2	99999	10	30	160	160	31	80	80																39	6	36	50									951	930	971	1173	1330	1290	98	10	5	1509	
Thanh C©u Tr­êng Phong C¸i Y	0	2	5	\spr\item\equip\armor\obj-ma-cloth16-3.spr	22	2	3	Bé trang bÞ C¸i Bang ch­ëng ph¸p cÊp Thanh C©u(6)	1	99999	10	30	720	720	31	90	90																39	6	36	50									951	850	971	1013	1233	1290	98	10	6		
Thanh C©u Tr­êng Phong TriÒn Thñ	0	0	6	\spr\item\equip\bangle\obj-bangle15.spr	9	1	2	Bé trang bÞ C¸i Bang ch­ëng ph¸p cÊp Thanh C©u(7)	3	99999	10	28	40	40	29	100	100	167	-30	-30	31	99	99										39	6	36	50									1056	890	1133	1193	1330	1290	98	10	7		
Thanh C©u Tr­êng Phong Ngoa	0	5	0	\spr\item\equip\boots\obj-shoes05.spr	26	2	2	Bé trang bÞ C¸i Bang ch­ëng ph¸p cÊp Thanh C©u(8)	4	99999	10	30	160	160	31	80	80																39	6	36	50									951	870	971	1013	1253	1290	98	10	8	1510	
Thanh C©u Tr­êng Phong Yªu Trôy	0	9	1	\spr\item\equip\waist\obj-waist18.spr	36	1	2	Bé trang bÞ C¸i Bang ch­ëng ph¸p cÊp Thanh C©u(9)	0	99999	10																						39	6	36	50									950	910	970	1213	1330	1290	98	10	9		
Thanh C©u Tr­êng Phong H¹ Giíi	0	3	0	\spr\item\equip\ring\obj-ring09.spr	37	1	1	Bé trang bÞ C¸i Bang ch­ëng ph¸p cÊp Thanh C©u(10)	2	99999	10																						39	6	36	50									950	930	970	1173	1330	1290	98	10	10		
Thanh C©u Liªn Hoa H¹ng Liªn	0	4	1	\spr\item\equip\nick\obj-neck16.spr	36	2	1	Bé trang bÞ C¸i Bang c«n ph¸p cÊp Thanh C©u(1)	0	99999	10																						39	6	36	50									950	850	971	1013	993	1290	99	10	1	1512	
Thanh C©u Liªn Hoa §Çu Hoµn	0	7	5	\spr\item\equip\cap\obj-ma-cap16-3.spr	28	2	2	Bé trang bÞ C¸i Bang c«n ph¸p cÊp Thanh C©u(2)	2	99999	10	30	360	360	31	85	85																39	6	36	50									951	890	970	1193	1330	1290	99	10	2		
Thanh C©u Liªn Hoa Th­îng Giíi	0	3	0	\spr\item\equip\ring\obj-ring08.spr	37	1	1	Bé trang bÞ C¸i Bang c«n ph¸p cÊp Thanh C©u(3)	1	99999	10																						39	6	36	50									950	870	971	1013	1330	1290	99	10	3		
Thanh C©u Liªn Hoa Hé UyÓn	0	8	1	\spr\item\equip\bangle\obj-bangle17.spr	34	1	2	Bé trang bÞ C¸i Bang c«n ph¸p cÊp Thanh C©u(4)	3	99999	10	30	135	135	31	80	80																39	6	36	50									951	910	970	1213	1330	1290	99	10	4	1513	
Thanh C©u Liªn Hoa Thóc Yªu	0	6	0	\spr\item\equip\sash\obj-sash05.spr	33	2	1	Bé trang bÞ C¸i Bang c«n ph¸p cÊp Thanh C©u(5)	4	99999	10	30	160	160	31	80	80																39	6	36	50									951	930	971	1173	1330	1290	99	10	5		
Thanh C©u Liªn Hoa C¸i Y	0	2	5	\spr\item\equip\armor\obj-ma-cloth16-3.spr	22	2	3	Bé trang bÞ C¸i Bang c«n ph¸p cÊp Thanh C©u(6)	0	99999	10	30	720	720	31	90	90																39	6	36	50									951	850	971	1013	1233	1290	99	10	6		
Thanh C©u Liªn Hoa Tr­îng	0	0	2	\spr\item\equip\closeweapon\obj-staff13.spr	11	1	4	Bé trang bÞ C¸i Bang c«n ph¸p cÊp Thanh C©u(7)	2	99999	10	28	69	69	29	128	128	167	-30	-30	31	99	99										39	6	36	50									1036	890	1073	1193	1315	1290	99	10	7		
Thanh C©u Liªn Hoa Ngoa	0	5	0	\spr\item\equip\boots\obj-shoes05.spr	26	2	2	Bé trang bÞ C¸i Bang c«n ph¸p cÊp Thanh C©u(8)	1	99999	10	30	160	160	31	80	80																39	6	36	50									951	870	971	1013	1253	1290	99	10	8		
Thanh C©u Liªn Hoa Yªu Trôy	0	9	1	\spr\item\equip\waist\obj-waist18.spr	36	1	2	Bé trang bÞ C¸i Bang c«n ph¸p cÊp Thanh C©u(9)	3	99999	10																						39	6	36	50									950	910	970	1213	1330	1290	99	10	9	1514	
Thanh C©u Liªn Hoa H¹ Giíi	0	3	0	\spr\item\equip\ring\obj-ring09.spr	37	1	1	Bé trang bÞ C¸i Bang c«n ph¸p cÊp Thanh C©u(10)	4	99999	10																						39	6	36	50									950	930	970	1173	1330	1290	99	10	10		
Thanh C©u LÖ ¢m H¹ng Khuyªn	0	4	1	\spr\item\equip\nick\obj-neck17.spr	36	2	1	Bé trang bÞ Thiªn NhÉn m©u ph¸p cÊp Thanh C©u(1)	0	99999	10																						39	7	36	50									950	850	971	1013	993	1290	100	10	1	1516	
Thanh C©u LÖ ¢m Kh«i	0	7	2	\spr\item\equip\cap\obj-ma-cap07-3.spr	28	2	2	Bé trang bÞ Thiªn NhÉn m©u ph¸p cÊp Thanh C©u(2)	2	99999	10	30	360	360	31	85	85																39	7	36	50									951	890	970	1193	1330	1290	100	10	2		
Thanh C©u LÖ ¢m Th­îng Giíi	0	3	0	\spr\item\equip\ring\obj-ring09.spr	37	1	1	Bé trang bÞ Thiªn NhÉn m©u ph¸p cÊp Thanh C©u(3)	1	99999	10																						39	7	36	50									950	870	971	1013	1330	1290	100	10	3		
Thanh C©u LÖ ¢m Hé UyÓn	0	8	1	\Spr\item\equip\bangle\obj-bangle13.spr	34	1	2	Bé trang bÞ Thiªn NhÉn m©u ph¸p cÊp Thanh C©u(4)	3	99999	10	30	135	135	31	80	80																39	7	36	50									951	910	970	1213	1330	1290	100	10	4	1517	
Thanh C©u LÖ ¢m Yªu §¸i	0	6	1	\spr\item\equip\sash\obj-sash16.spr	33	2	1	Bé trang bÞ Thiªn NhÉn m©u ph¸p cÊp Thanh C©u(5)	4	99999	10	30	160	160	31	80	80																39	7	36	50									951	930	971	1173	1330	1290	100	10	5		
Thanh C©u LÖ ¢m Gi¸p Y	0	2	2	\spr\item\equip\armor\obj-ma-cloth07-3.spr	22	2	3	Bé trang bÞ Thiªn NhÉn m©u ph¸p cÊp Thanh C©u(6)	0	99999	10	30	720	720	31	90	90																39	7	36	50									951	850	971	1013	1233	1290	100	10	6		
Thanh C©u LÖ ¢m Th­¬ng	0	0	3	\spr\item\equip\closeweapon\obj-spear04.spr	12	1	4	Bé trang bÞ Thiªn NhÉn m©u ph¸p cÊp Thanh C©u(7)	2	99999	10	28	18	18	29	158	158	167	-30	-30	31	99	99										39	7	36	50									1037	890	1073	1193	1315	1290	100	10	7		
Thanh C©u LÖ ¢m Ngoa	0	5	0	\spr\item\equip\boots\obj-shoes05.spr	26	2	2	Bé trang bÞ Thiªn NhÉn m©u ph¸p cÊp Thanh C©u(8)	1	99999	10	30	160	160	31	80	80																39	7	36	50									951	870	971	1013	1253	1290	100	10	8		
Thanh C©u LÖ ¢m Béi	0	9	1	\spr\item\equip\waist\obj-waist18.spr	36	1	2	Bé trang bÞ Thiªn NhÉn m©u ph¸p cÊp Thanh C©u(9)	3	99999	10																						39	7	36	50									950	910	970	1213	1330	1290	100	10	9	1518	
Thanh C©u LÖ ¢m H¹ Giíi	0	3	0	\spr\item\equip\ring\obj-ring09.spr	37	1	1	Bé trang bÞ Thiªn NhÉn m©u ph¸p cÊp Thanh C©u(10)	4	99999	10																						39	7	36	50									950	930	970	1173	1330	1290	100	10	10		
Thanh C©u NghiÖp Háa H¹ng Liªn	0	4	1	\spr\item\equip\nick\obj-neck17.spr	36	2	1	Bé trang bÞ Thiªn NhÉn ®ao ph¸p cÊp Thanh C©u(1)	1	99999	10																						39	7	36	50									950	850	971	1013	993	1290	101	10	1	1520	
Thanh C©u NghiÖp Háa Qu¸n MiÖn	0	7	2	\spr\item\equip\cap\obj-ma-cap07-3.spr	28	2	2	Bé trang bÞ Thiªn NhÉn ®ao ph¸p cÊp Thanh C©u(2)	3	99999	10	30	360	360	31	85	85																39	7	36	50									951	890	970	1193	1330	1290	101	10	2		
Thanh C©u NghiÖp Háa Th­îng Giíi	0	3	0	\spr\item\equip\ring\obj-ring09.spr	37	1	1	Bé trang bÞ Thiªn NhÉn ®ao ph¸p cÊp Thanh C©u(3)	4	99999	10																						39	7	36	50									950	870	971	1013	1330	1290	101	10	3		
Thanh C©u NghiÖp Háa Hé UyÓn	0	8	1	\Spr\item\equip\bangle\obj-bangle13.spr	34	1	2	Bé trang bÞ Thiªn NhÉn ®ao ph¸p cÊp Thanh C©u(4)	0	99999	10	30	135	135	31	80	80																39	7	36	50									951	910	970	1213	1330	1290	101	10	4	1521	
Thanh C©u NghiÖp Háa Yªu §¸i	0	6	0	\spr\item\equip\sash\obj-sash10.spr	33	2	1	Bé trang bÞ Thiªn NhÉn ®ao ph¸p cÊp Thanh C©u(5)	2	99999	10	30	160	160	31	80	80																39	7	36	50									951	930	971	1173	1330	1290	101	10	5		
Thanh C©u NghiÖp Háa Gi¸p Y	0	2	2	\spr\item\equip\armor\obj-ma-cloth07-3.spr	22	2	3	Bé trang bÞ Thiªn NhÉn ®ao ph¸p cÊp Thanh C©u(6)	1	99999	10	30	720	720	31	90	90																39	7	36	50									951	850	971	1013	1233	1290	101	10	6		
Thanh C©u NghiÖp Háa §ao	0	0	1	\spr\item\equip\closeweapon\obj-blade24.spr	10	1	4	Bé trang bÞ Thiªn NhÉn ®ao ph¸p cÊp Thanh C©u(7)	3	99999	10	28	40	40	29	100	100	167	-30	-30	31	99	99										39	7	36	50									1055	890	1133	1193	1330	1290	101	10	7		
Thanh C©u NghiÖp Háa Ngoa	0	5	0	\spr\item\equip\boots\obj-shoes05.spr	26	2	2	Bé trang bÞ Thiªn NhÉn ®ao ph¸p cÊp Thanh C©u(8)	4	99999	10	30	160	160	31	80	80																39	7	36	50									951	870	971	1013	1253	1290	101	10	8		
Thanh C©u NghiÖp Háa Béi	0	9	1	\spr\item\equip\waist\obj-waist13.spr	34	1	2	Bé trang bÞ Thiªn NhÉn ®ao ph¸p cÊp Thanh C©u(9)	0	99999	10																						39	7	36	50									950	910	970	1213	1330	1290	101	10	9	1522	
Thanh C©u NghiÖp Háa H¹ Giíi	0	3	0	\spr\item\equip\ring\obj-ring03.spr	37	1	1	Bé trang bÞ Thiªn NhÉn ®ao ph¸p cÊp Thanh C©u(10)	2	99999	10																						39	7	36	50									950	930	970	1173	1330	1290	101	10	10		
Thanh C©u Th¸i Cùc Phï	0	4	1	\spr\item\equip\nick\obj-neck17.spr	36	2	1	Bé trang bÞ Vâ §ang quyÒn ph¸p cÊp Thanh C©u(1)	3	99999	10																						39	8	36	50									950	850	971	1213	993	1290	102	10	1	1524	
Thanh C©u Th¸i Cùc Qu¸n	0	7	1	\spr\item\equip\cap\obj-ma-cap04-3.spr	28	2	2	Bé trang bÞ Vâ §ang quyÒn ph¸p cÊp Thanh C©u(2)	4	99999	10	30	360	360	31	85	85																39	8	36	50									951	890	970	1173	1330	1290	102	10	2		
Thanh C©u Th¸i Cùc Th­îng Giíi	0	3	0	\spr\item\equip\ring\obj-ring10.spr	37	1	1	Bé trang bÞ Vâ §ang quyÒn ph¸p cÊp Thanh C©u(3)	0	99999	10																						39	8	36	50									950	870	971	1013	1330	1290	102	10	3		
Thanh C©u Th¸i Cùc Tô	0	8	1	\Spr\item\equip\bangle\obj-bangle13.spr	34	1	2	Bé trang bÞ Vâ §ang quyÒn ph¸p cÊp Thanh C©u(4)	2	99999	10	30	135	135	31	80	80																39	8	36	50									951	910	970	1193	1330	1290	102	10	4		
Thanh C©u Th¸i Cùc Ph¸p §¸i	0	6	1	\spr\item\equip\sash\obj-sash20.spr	33	2	1	Bé trang bÞ Vâ §ang quyÒn ph¸p cÊp Thanh C©u(5)	1	99999	10	30	160	160	31	80	80																39	8	36	50									951	930	971	1013	1330	1290	102	10	5	1525	
Thanh C©u Th¸i Cùc §¹o Bµo	0	2	1	\spr\item\equip\armor\obj-ma-cloth04-3.spr	24	2	3	Bé trang bÞ Vâ §ang quyÒn ph¸p cÊp Thanh C©u(6)	3	99999	10	30	720	720	31	90	90																39	8	36	50									951	850	971	1213	1233	1290	102	10	6		
Thanh C©u Th¸i Cùc KiÕm	0	0	0	\spr\item\equip\closeweapon\obj-sword24.spr	9	1	3	Bé trang bÞ Vâ §ang quyÒn ph¸p cÊp Thanh C©u(7)	4	99999	10	28	46	46	29	86	86	167	-30	-30	31	99	99										39	8	36	50									1054	890	1153	1173	1330	1290	102	10	7		
Thanh C©u Th¸i Cùc Lý	0	5	0	\spr\item\equip\boots\obj-shoes05.spr	26	2	2	Bé trang bÞ Vâ §ang quyÒn ph¸p cÊp Thanh C©u(8)	0	99999	10	30	160	160	31	80	80																39	8	36	50									951	870	971	1013	1253	1290	102	10	8	1526	
Thanh C©u Th¸i Cùc Ngäc Béi	0	9	1	\spr\item\equip\waist\obj-waist20.spr	36	1	2	Bé trang bÞ Vâ §ang quyÒn ph¸p cÊp Thanh C©u(9)	2	99999	10																						39	8	36	50									950	910	970	1193	1330	1290	102	10	9		
Thanh C©u Th¸i Cùc H¹ Giíi	0	3	0	\spr\item\equip\ring\obj-ring10.spr	37	1	1	Bé trang bÞ Vâ §ang quyÒn ph¸p cÊp Thanh C©u(10)	1	99999	10																						39	8	36	50									950	930	970	1013	1330	1290	102	10	10		
Thanh C©u Linh Ch©n Phï	0	4	1	\spr\item\equip\nick\obj-neck17.spr	36	2	1	Bé trang bÞ Vâ §ang kiÕm ph¸p cÊp Thanh C©u(1)	0	99999	10																						39	8	36	50									950	850	971	1213	993	1290	103	10	1	1528	
Thanh C©u Linh Ch©n Qu¸n	0	7	1	\spr\item\equip\cap\obj-ma-cap04-3.spr	28	2	2	Bé trang bÞ Vâ §ang kiÕm ph¸p cÊp Thanh C©u(2)	2	99999	10	30	360	360	31	85	85																39	8	36	50									951	890	970	1173	1330	1290	103	10	2		
Thanh C©u Linh Ch©n Th­îng Giíi	0	3	0	\spr\item\equip\ring\obj-ring09.spr	37	1	1	Bé trang bÞ Vâ §ang kiÕm ph¸p cÊp Thanh C©u(3)	1	99999	10																						39	8	36	50									950	870	971	1013	1330	1290	103	10	3		
Thanh C©u Linh Ch©n Tô	0	8	1	\spr\item\equip\bangle\obj-bangle14.spr	34	1	2	Bé trang bÞ Vâ §ang kiÕm ph¸p cÊp Thanh C©u(4)	3	99999	10	30	135	135	31	80	80																39	8	36	50									951	910	970	1193	1330	1290	103	10	4		
Thanh C©u Linh Ch©n Ph¸p §¸i	0	6	0	\spr\item\equip\sash\obj-sash10.spr	32	2	1	Bé trang bÞ Vâ §ang kiÕm ph¸p cÊp Thanh C©u(5)	4	99999	10	30	160	160	31	80	80																39	8	36	50									951	930	971	1013	1330	1290	103	10	5	1529	
Thanh C©u Linh Ch©n §¹o Bµo	0	2	1	\spr\item\equip\armor\obj-ma-cloth04-3.spr	24	2	3	Bé trang bÞ Vâ §ang kiÕm ph¸p cÊp Thanh C©u(6)	0	99999	10	30	720	720	31	90	90																39	8	36	50									951	850	971	1213	1233	1290	103	10	6		
Thanh C©u Linh Ch©n KiÕm	0	0	0	\spr\item\equip\closeweapon\obj-sword24.spr	9	1	3	Bé trang bÞ Vâ §ang kiÕm ph¸p cÊp Thanh C©u(7)	2	99999	10	28	46	46	29	86	86	167	-30	-30	31	99	99										39	8	36	50									1036	890	1073	1173	1315	1290	103	10	7		
Thanh C©u Linh Ch©n Lý	0	5	0	\spr\item\equip\boots\obj-shoes05.spr	26	2	2	Bé trang bÞ Vâ §ang kiÕm ph¸p cÊp Thanh C©u(8)	1	99999	10	30	160	160	31	80	80																39	8	36	50									951	870	971	1013	1253	1290	103	10	8		
Thanh C©u Linh Ch©n Ngäc Béi	0	9	1	\spr\item\equip\waist\obj-waist18.spr	36	1	2	Bé trang bÞ Vâ §ang kiÕm ph¸p cÊp Thanh C©u(9)	3	99999	10																						39	8	36	50									950	910	970	1193	1330	1290	103	10	9	1530	
Thanh C©u Linh Ch©n H¹ Giíi	0	3	0	\spr\item\equip\ring\obj-ring06.spr	37	1	1	Bé trang bÞ Vâ §ang kiÕm ph¸p cÊp Thanh C©u(10)	4	99999	10																						39	8	36	50									950	930	970	1013	1330	1290	103	10	10		
Thanh C©u B¹ch Hång H¹ng Liªn	0	4	1	\spr\item\equip\nick\obj-neck17.spr	36	2	1	Bé trang bÞ C«n L«n ®ao ph¸p cÊp Thanh C©u(1)	0	99999	10																						39	9	36	50									950	850	971	1013	993	1290	104	10	1	1532	
Thanh C©u B¹ch Hång §¹o Qu¸n	0	7	1	\spr\item\equip\cap\obj-ma-cap04-3.spr	28	2	2	Bé trang bÞ C«n L«n ®ao ph¸p cÊp Thanh C©u(2)	2	99999	10	30	360	360	31	85	85																39	9	36	50									951	890	970	1193	1330	1290	104	10	2		
Thanh C©u B¹ch Hång Th­îng Giíi	0	3	0	\spr\item\equip\ring\obj-ring07.spr	37	1	1	Bé trang bÞ C«n L«n ®ao ph¸p cÊp Thanh C©u(3)	1	99999	10																						39	9	36	50									950	870	971	1013	1330	1290	104	10	3		
Thanh C©u B¹ch Hång Hé UyÓn	0	8	1	\spr\item\equip\bangle\obj-bangle20.spr	34	1	2	Bé trang bÞ C«n L«n ®ao ph¸p cÊp Thanh C©u(4)	3	99999	10	30	135	135	31	80	80																39	9	36	50									951	910	970	1213	1330	1290	104	10	4		
Thanh C©u B¹ch Hång Yªu §¸i	0	6	0	\spr\item\equip\sash\obj-sash10.spr	33	2	1	Bé trang bÞ C«n L«n ®ao ph¸p cÊp Thanh C©u(5)	4	99999	10	30	160	160	31	80	80																39	9	36	50									951	930	971	1173	1330	1290	104	10	5	1533	
Thanh C©u B¹ch Hång §¹o Bµo	0	2	1	\spr\item\equip\armor\obj-ma-cloth04-3.spr	24	2	3	Bé trang bÞ C«n L«n ®ao ph¸p cÊp Thanh C©u(6)	0	99999	10	30	720	720	31	90	90																39	9	36	50									951	850	971	1013	1233	1290	104	10	6		
Thanh C©u B¹ch Hång §ao	0	0	1	\spr\item\equip\closeweapon\obj-blade24.spr	10	1	4	Bé trang bÞ C«n L«n ®ao ph¸p cÊp Thanh C©u(7)	2	99999	10	28	40	40	29	114	114	167	-30	-30	31	99	99										39	9	36	50									1037	890	1073	1193	1315	1290	104	10	7		
Thanh C©u B¹ch Hång Ngoa	0	5	0	\spr\item\equip\boots\obj-shoes05.spr	26	2	2	Bé trang bÞ C«n L«n ®ao ph¸p cÊp Thanh C©u(8)	1	99999	10	30	160	160	31	80	80																39	9	36	50									951	870	971	1013	1253	1290	104	10	8		
Thanh C©u B¹ch Hång Béi	0	9	1	\spr\item\equip\waist\obj-waist17.spr	36	1	2	Bé trang bÞ C«n L«n ®ao ph¸p cÊp Thanh C©u(9)	3	99999	10																						39	9	36	50									950	910	970	1213	1330	1290	104	10	9	1534	
Thanh C©u B¹ch Hång H¹ Giíi	0	3	0	\spr\item\equip\ring\obj-ring09.spr	37	1	1	Bé trang bÞ C«n L«n ®ao ph¸p cÊp Thanh C©u(10)	4	99999	10																						39	9	36	50									950	930	970	1173	1330	1290	104	10	10		
Thanh C©u Tö §iÖn H¹ng Liªn	0	4	1	\spr\item\equip\nick\obj-neck18.spr	36	2	1	Bé trang bÞ C«n L«n kiÕm ph¸p cÊp Thanh C©u(1)	3	99999	10																						39	9	36	50									950	850	971	1013	993	1290	105	10	1	1536	
Thanh C©u Tö §iÖn §¹o Qu¸n	0	7	1	\spr\item\equip\cap\obj-ma-cap04-3.spr	28	2	2	Bé trang bÞ C«n L«n kiÕm ph¸p cÊp Thanh C©u(2)	4	99999	10	30	360	360	31	85	85																39	9	36	50									951	890	970	1193	1330	1290	105	10	2		
Thanh C©u Tö §iÖn Th­îng Giíi	0	3	0	\spr\item\equip\ring\obj-ring09.spr	37	1	1	Bé trang bÞ C«n L«n kiÕm ph¸p cÊp Thanh C©u(3)	0	99999	10																						39	9	36	50									950	870	971	1013	1330	1290	105	10	3		
Thanh C©u Tö §iÖn Hé UyÓn	0	8	1	\Spr\item\equip\bangle\obj-bangle13.spr	34	1	2	Bé trang bÞ C«n L«n kiÕm ph¸p cÊp Thanh C©u(4)	2	99999	10	30	135	135	31	80	80																39	9	36	50									951	910	970	1213	1330	1290	105	10	4		
Thanh C©u Tö §iÖn TriÒn Yªu	0	6	0	\spr\item\equip\sash\obj-sash09.spr	32	2	1	Bé trang bÞ C«n L«n kiÕm ph¸p cÊp Thanh C©u(5)	1	99999	10	30	160	160	31	80	80																39	9	36	50									951	930	971	1173	1330	1290	105	10	5	1537	
Thanh C©u Tö §iÖn §¹o Bµo	0	2	1	\spr\item\equip\armor\obj-ma-cloth04-3.spr	24	2	3	Bé trang bÞ C«n L«n kiÕm ph¸p cÊp Thanh C©u(6)	3	99999	10	30	720	720	31	90	90																39	9	36	50									951	850	971	1013	1233	1290	105	10	6		
Thanh C©u Tö §iÖn KiÕm	0	0	0	\spr\item\equip\closeweapon\obj-sword24.spr	9	1	3	Bé trang bÞ C«n L«n kiÕm ph¸p cÊp Thanh C©u(7)	4	99999	10	28	46	46	29	86	86	167	-30	-30	31	99	99										39	9	36	50									1056	890	1153	1193	1330	1290	105	10	7		
Thanh C©u Tö §iÖn Ngoa	0	5	0	\spr\item\equip\boots\obj-shoes05.spr	26	2	2	Bé trang bÞ C«n L«n kiÕm ph¸p cÊp Thanh C©u(8)	0	99999	10	30	160	160	31	80	80																39	9	36	50									951	870	971	1013	1253	1290	105	10	8		
Thanh C©u Tö §iÖn Béi	0	9	1	\spr\item\equip\waist\obj-waist18.spr	36	1	2	Bé trang bÞ C«n L«n kiÕm ph¸p cÊp Thanh C©u(9)	2	99999	10																						39	9	36	50									950	910	970	1213	1330	1290	105	10	9	1538	
Thanh C©u Tö §iÖn H¹ Giíi	0	3	0	\spr\item\equip\ring\obj-ring08.spr	37	1	1	Bé trang bÞ C«n L«n kiÕm ph¸p cÊp Thanh C©u(10)	1	99999	10																						39	9	36	50									950	930	970	1173	1330	1290	105	10	10		
V©n Léc §Þnh ThiÒn Ch©u Liªn	0	4	1	\spr\item\equip\nick\obj-neck17.spr	36	2	1	Bé trang bÞ ThiÕu L©m quyÒn ph¸p cÊp V©n Léc(1)	2	99999	10																						36	80	39	0									951	931	972	1174	994	1291	106	10	1	1456	
V©n Léc §Þnh ThiÒn T¨ng M¹o	0	7	0	\spr\item\equip\cap\obj-ma-cap02-3.spr	28	2	2	Bé trang bÞ ThiÕu L©m quyÒn ph¸p cÊp V©n Léc(2)	1	99999	10	30	360	360	31	85	85																36	80	39	0									952	851	971	1014	1331	1291	106	10	2		
V©n Léc §Þnh ThiÒn Th­îng Giíi	0	3	0	\spr\item\equip\ring\obj-ring06.spr	37	1	1	Bé trang bÞ ThiÕu L©m quyÒn ph¸p cÊp V©n Léc(3)	3	99999	10																						36	80	39	0									951	891	972	1194	1331	1291	106	10	3		
V©n Léc §Þnh ThiÒn Hé UyÓn	0	8	1	\spr\item\equip\bangle\obj-bangle20.spr	34	1	2	Bé trang bÞ ThiÕu L©m quyÒn ph¸p cÊp V©n Léc(4)	4	99999	10	30	135	135	31	80	80																36	80	39	0									952	871	971	1014	1331	1291	106	10	4		
V©n Léc §Þnh ThiÒn Yªu §¸i	0	6	0	\spr\item\equip\sash\obj-sash06.spr	33	2	1	Bé trang bÞ ThiÕu L©m quyÒn ph¸p cÊp V©n Léc(5)	0	99999	10	30	160	160	31	80	80																36	80	39	0									952	911	972	1214	1331	1291	106	10	5	1457	
V©n Léc §Þnh ThiÒn Cµ Sa	0	2	0	\spr\item\equip\armor\obj-ma-cloth02-3.spr	22	2	3	Bé trang bÞ ThiÕu L©m quyÒn ph¸p cÊp V©n Léc(6)	2	99999	10	30	720	720	31	90	90																36	80	39	0									952	931	972	1174	1234	1291	106	10	6		
V©n Léc §Þnh ThiÒn TriÒn Thñ	0	0	6	\spr\item\equip\bangle\obj-bangle15.spr	9	1	2	Bé trang bÞ ThiÕu L©m quyÒn ph¸p cÊp V©n Léc(7)	1	99999	10	28	1	1	29	1	1	167	-30	-30	31	99	99										36	80	39	0									1274	851	1074	1014	1331	1291	106	10	7		
V©n Léc §Þnh ThiÒn T¨ng Hµi	0	5	0	\spr\item\equip\boots\obj-shoes05.spr	26	2	2	Bé trang bÞ ThiÕu L©m quyÒn ph¸p cÊp V©n Léc(8)	3	99999	10	30	160	160	31	80	80																36	80	39	0									952	891	972	1194	1254	1291	106	10	8		
V©n Léc §Þnh ThiÒn Yªu Trôy	0	9	1	\spr\item\equip\waist\obj-waist18.spr	36	1	2	Bé trang bÞ ThiÕu L©m quyÒn ph¸p cÊp V©n Léc(9)	4	99999	10																						36	80	39	0									951	871	971	1014	1331	1291	106	10	9	1458	
V©n Léc §Þnh ThiÒn H¹ Giíi	0	3	0	\spr\item\equip\ring\obj-ring07.spr	37	1	1	Bé trang bÞ ThiÕu L©m quyÒn ph¸p cÊp V©n Léc(10)	0	99999	10																						36	80	39	0									951	911	971	1214	1331	1291	106	10	10		
V©n Léc Giíi LuËt PhËt Ch©u	0	4	1	\spr\item\equip\nick\obj-neck17.spr	36	2	1	Bé trang bÞ ThiÕu L©m c«n ph¸p cÊp V©n Léc(1)	4	99999	10																						36	80	39	0									951	931	972	1174	994	1291	107	10	1	1459	
V©n Léc Giíi LuËt T¨ng M¹o	0	7	0	\spr\item\equip\cap\obj-ma-cap02-3.spr	28	2	2	Bé trang bÞ ThiÕu L©m c«n ph¸p cÊp V©n Léc(2)	0	99999	10	30	360	360	31	85	85																36	80	39	0									952	851	971	1014	1331	1291	107	10	2		
